  25.0000000000   25.0000000000   25.0000000000
   0.0000000000    0.0000000000    0.0000000000
   0.0416666667    0.0416666667    0.0416666667
   0.0833333333    0.0833333333    0.0833333333
   0.1250000000    0.1250000000    0.1250000000
   0.1666666667    0.1666666667    0.1666666667
   0.2083333333    0.2083333333    0.2083333333
   0.2500000000    0.2500000000    0.2500000000
   0.2916666667    0.2916666667    0.2916666667
   0.3333333333    0.3333333333    0.3333333333
   0.3750000000    0.3750000000    0.3750000000
   0.4166666667    0.4166666667    0.4166666667
   0.4583333333    0.4583333333    0.4583333333
   0.5000000000    0.5000000000    0.5000000000
   0.5416666667    0.5416666667    0.5416666667
   0.5833333333    0.5833333333    0.5833333333
   0.6250000000    0.6250000000    0.6250000000
   0.6666666667    0.6666666667    0.6666666667
   0.7083333333    0.7083333333    0.7083333333
   0.7500000000    0.7500000000    0.7500000000
   0.7916666667    0.7916666667    0.7916666667
   0.8333333333    0.8333333333    0.8333333333
   0.8750000000    0.8750000000    0.8750000000
   0.9166666667    0.9166666667    0.9166666667
   0.9583333333    0.9583333333    0.9583333333
   1.0000000000    1.0000000000    1.0000000000
